Name,Name,Key,Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,Brewery_ID,Brewery_Name,Avg_Review_Overall,Avg_Review_Aroma,Avg_Review_Appearance,Avg_Review_Palate,Avg_Review_Taste,Beer_ID
Powder Hound Winter Ale,Powder Hound Winter Ale,677,Winter Warmer,17,Big Sky Brewing Company,"Notes:Two words describe winter in our neck of the woods... cold, dark, and snowy. Just the way we like it! At 7.2% ABV, Powder Hound Winter Ale gives just the right amount of warmth, balanced by its rich taste and generous dose of Hallertau, Palisade, and Amarillo hops. After a cold day of getting it done or just relaxing, the avalanche of flavor will have you saying these four words - ""I'll have another Powder Hound""!	",7.2,3.64,10,42,33,54,52,24,3,33,63,23,61,751,Big Sky Brewing Company,3.65,3.5325,3.76,3.5475,3.6025,2263
Prairie Path Ale,Prairie Path Ale,1771,Blonde Ale - American,43,Two Brothers Brewing Company,Notes:,5.1,3.5,24,26,7,43,38,32,1,37,70,7,68,689,Two Brothers Brewing Company,3.6327433628318584,3.415929203539823,3.575221238938053,3.4734513274336285,3.415929203539823,1966
Pranqster,Pranqster,4605,Strong Ale - Belgian Pale,105,North Coast Brewing Co.,"Notes:Belgian Ales represent the height of the brewers’ art. Sophisticated brewing techniques, yeast blends, and unique flavoring elements have elevated the beers of Belgium to the status enjoyed by wine in other countries.PranQster follows in this tradition using a mixed culture of antique yeast strains that produce a floral nose, a full fruity flavor, and a clean finish.IBU: 20	",7.6,4.06,11,23,11,8,45,34,1,32,16,21,32,112,North Coast Brewing Co.,3.975838264299803,3.9176528599605525,3.8111439842209074,3.9072978303747536,3.991617357001972,411
Pray For Snow,Pray For Snow,4539,Strong Ale - American,103,10 Barrel Brewing Co.,Notes:,7.0,3.64,8,66,33,65,84,31,0,47,81,26,154,16873,10 Barrel Brewing Co.,3.5,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.5,64765
Pre-Prohibition Style Lager,Pre-Prohibition Style Lager,732,Lager - American Amber / Red,19,Lucky Bucket Brewing Co.,"Notes:Pre-Prohibition style salutes a time when lagers had greater character and more distinct flavor, when beer wasn't full of the additives found in many of today's mainstream lagers. Lucky Bucket's version has a light, malty flavor that's easy on the palate. Filtered twice, the subtle maltiness nicely balances a floral hop. Dry-hopped with a fresh blend of aromatic West Coast hops, Lucky Bucket Lager is a great session beer with an ABV of 4.5% and 20 IBU's.	",4.5,3.32,31,35,11,41,50,27,6,21,74,6,110,19241,Lucky Bucket Brewing Co.,3.451219512195122,3.3292682926829267,3.5365853658536586,3.3292682926829267,3.3048780487804876,52046
Premium Oak Brackett,Premium Oak Brackett,1125,Braggot,28,"White Winter Winery, Inc.",Notes:,10.0,3.9,8,30,32,10,95,24,3,32,21,18,57,2909,"White Winter Winery, Inc.",3.576923076923077,3.9615384615384617,3.8076923076923075,3.9615384615384617,4.076923076923077,17575
Pride Of Milford Special Ale,Pride Of Milford Special Ale,4674,Strong Ale - English,106,Cooperstown Brewing Company,Notes:,7.7,3.73,10,47,39,31,102,35,0,43,35,7,102,60,Cooperstown Brewing Company,3.740740740740741,3.7916666666666665,3.75,3.6944444444444446,3.7916666666666665,1791
Primator Dark Lager,Primator Dark Lager,791,Lager - European Dark,20,Pivovar Náchod a.s.,Notes:,4.8,3.62,11,68,9,65,87,11,1,20,60,15,138,707,Pivovar Náchod a.s.,3.8,3.825,4.0,3.7,3.675,14874
Primátor 21% Rytírský (Knight's Lager),Primátor 21% Rytírský (Knight's Lager),2500,Lager - European Strong,58,Pivovar Náchod a.s.,Notes:,9.0,3.46,12,33,38,26,74,22,0,24,22,6,40,707,Pivovar Náchod a.s.,3.4583333333333335,3.25,3.5,3.375,3.4166666666666665,23249
Primátor Double Bock Beer,Primátor Double Bock Beer,39,Bock - Doppelbock,2,Pivovar Náchod a.s.,Notes:,10.5,3.49,10,43,35,29,136,26,0,54,23,7,76,707,Pivovar Náchod a.s.,3.1578947368421053,3.6973684210526314,3.848684210526316,3.388157894736842,3.4473684210526314,14523
Primátor Maibock,Primátor Maibock,130,Bock - Maibock,4,Pivovar Náchod a.s.,Notes:,7.5,3.66,15,42,29,62,62,22,2,24,82,12,78,707,Pivovar Náchod a.s.,3.704225352112676,3.6267605633802815,3.908450704225352,3.7253521126760565,3.6901408450704225,13845
Prohibition Ale,Prohibition Ale,2170,Red Ale - American Amber / Red,51,Speakeasy Ales & Lagers,"Notes:Prohibition Ale is the first beer we bootlegged back in 1997. Anything but traditional and now a GABF winning brew (2013–American Amber/Red Category), Prohibition pours a deep reddish amber hue, with a fluffy tan head that leaves a beautiful lacing on the glass. A lush, complex aroma teases the senses with juicy grapefruit, citrus, pine, spice and candied caramel malts. Mouth-feel is creamy, with a silky, medium body and modest carbonation.	",6.1,3.85,12,41,3,55,66,38,0,44,79,7,74,559,Speakeasy Ales & Lagers,3.917910447761194,3.8563432835820897,3.923507462686567,3.75,3.8955223880597014,1468
Proper Job,Proper Job,1495,IPA - English,36,St. Austell Brewery,"Notes:An award-winning modern India Pale Ale, packed full of citrus, pineapple and grapefruit resinous flavours with a fine crisp bitter finish. On cask at 4.5%, bottled and canned at 5.5%, on keg at 4.5% and exported in keg at 5.5%.	",5.5,3.84,25,40,3,59,27,43,0,53,83,12,33,6984,St. Austell Brewery,4.0,3.638888888888889,3.7222222222222223,3.8333333333333335,3.9444444444444446,39090
Pub Brown Ale,Pub Brown Ale,449,Brown Ale - English,11,Sprecher Brewing Company,Notes:,4.8,3.63,12,51,13,27,78,9,3,15,36,3,164,144,Sprecher Brewing Company,3.883177570093458,3.5514018691588785,3.6682242990654204,3.4906542056074765,3.635514018691589,993
Puhti IV B,Puhti IV B,3298,Farmhouse Ale - Sahti,76,Lammin Sahti Oy,Notes:,7.0,3.82,0,0,0,0,0,0,0,0,0,0,0,9761,Lammin Sahti Oy,4.0,3.5,3.0,4.0,4.0,24613
Pumking,Pumking,3651,Pumpkin Beer,84,Southern Tier Brewing Company,Notes:19 Degrees Plato8.8 Degrees L2-row Pale MaltCaramel MaltPureed PumpkinKettle Hops: MagnumAroma Hops: Sterling	,8.6,4.13,6,24,16,17,20,7,3,65,20,51,47,3818,Southern Tier Brewing Company,3.8311209439528024,4.292772861356932,3.868731563421829,3.8753687315634218,4.029129793510324,38394
Pumpkinator,Pumpkinator,3670,Pumpkin Beer,84,Saint Arnold Brewing Company,"Notes:This is the same beer as Divine Reserve #9. If you have already reviewed that beer, please do not review it again here or you risk losing the older review when the listings are merged.http://www.saintarnold.com/beers/pumpkinator.html ",10.0,4.32,9,53,22,24,43,2,3,71,7,111,67,337,Saint Arnold Brewing Company,4.27027027027027,4.554054054054054,4.027027027027027,3.8783783783783785,4.364864864864865,74106
Pumple Drumkin Spiced Ale,Pumple Drumkin Spiced Ale,3681,Pumpkin Beer,84,Cisco Brewers Inc.,Notes:,6.0,3.49,10,26,10,37,26,25,0,97,42,72,40,261,Cisco Brewers Inc.,3.7556818181818183,3.7954545454545454,3.7613636363636362,3.7045454545454546,3.727272727272727,44964
Pure Hoppiness,Pure Hoppiness,1525,IPA - Imperial,37,Alpine Beer Company,"Notes:So mega-hopped it will take you to hop heaven. We’ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge “hop bite.” Once you’ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU	",8.0,4.34,12,31,15,99,41,43,0,59,126,7,39,3120,Alpine Beer Company,4.350267379679145,4.366310160427807,4.216577540106952,4.208556149732621,4.35204991087344,7597
Purple Haze,Purple Haze,3307,Fruit and Field Beer,77,Abita Brewing Co.,"Notes:Experience the magic of Purple Haze.® Clouds of real raspberries swirl in this tart and tantalizing lager inspired by the good spirits and dark mysteries of New Orleans. Brewed with pilsner and wheat malts along with Vanguard hops, let the scent of berries in the hazy purple brew put a spell on you.	",4.2,3.32,11,30,3,11,90,49,1,77,19,1,59,3,Abita Brewing Co.,3.2663125948406675,3.179059180576631,3.2511380880121394,3.106980273141123,3.101669195751138,7
Pursuit Of Hoppiness,Pursuit Of Hoppiness,4413,Red Ale - Imperial,101,Grand Teton Brewing Co.,"Notes:Pursuit of Hoppiness Imperial Red Ale is brewed to showcase the brash beauty of American hops: Chinook, Centennial and Columbus at 100 International Bitterness Units (IBU). The hops grown in the United States are considered to be some of the best in the world. Compared to their more traditionally subdued, elegant European counterparts, American hops are bold, bright, piney and zesty. This ale is brewed with Idaho 2-Row malted barley and German specialty malts to provide a rich, slightly caramel flavor and bold reddish color. At 22 degrees Plato starting gravity and about 8.5% alcohol by volume, this thick and warming beer is to be shared and savored.100 IBU	",8.5,3.99,12,57,26,123,68,47,0,64,172,0,95,413,Grand Teton Brewing Co.,3.9642857142857144,3.982142857142857,4.132142857142857,3.9285714285714284,3.9964285714285714,53266
Quad,Quad,4365,Quadrupel (Quad),100,Weyerbacher Brewing Co.,Notes:,11.8,3.91,12,43,56,11,91,26,0,75,10,23,45,392,Weyerbacher Brewing Co.,3.664113785557987,3.8194748358862145,3.7560175054704596,3.789934354485777,3.8030634573304156,1635
Quilmes,Quilmes,2421,Lager - European Pale,57,Cervecería y Maltería Quilmes / Grupo Bemberg,Notes:,4.9,2.67,12,21,4,23,13,6,1,6,32,3,45,1252,Cervecería y Maltería Quilmes / Grupo Bemberg,2.8723958333333335,2.4713541666666665,2.859375,2.6979166666666665,2.5286458333333335,3637
Quilter's Irish Death,Quilter's Irish Death,4529,Strong Ale - American,103,Iron Horse Brewery,Notes:,7.8,3.9,10,59,21,24,46,4,0,6,13,6,71,11212,Iron Horse Brewery,3.8703703703703702,3.5833333333333335,3.740740740740741,3.7962962962962963,3.8055555555555554,38703
Quinn's Amber Ale,Quinn's Amber Ale,2241,Red Ale - Irish,52,Wachusett Brewing Company,"Notes:An easy drinking Amber Ale with low bitterness, a subtle malt profile and a balanced finish.Availability: Jan-Mar	",4.8,3.37,10,35,8,30,51,19,0,18,42,1,64,20,Wachusett Brewing Company,3.6777777777777776,3.3666666666666667,3.6777777777777776,3.5444444444444443,3.4555555555555557,27
Radeberger Pilsner,Radeberger Pilsner,2811,Pilsner - German,65,Radeberger Exportbierbrauerei,Notes:,4.8,3.61,29,21,8,42,7,7,3,6,64,4,52,2974,Radeberger Exportbierbrauerei,3.836890243902439,3.4588414634146343,3.7271341463414633,3.6798780487804876,3.638719512195122,799
Raftman,Raftman,2062,Pale Ale - Belgian,49,Unibroue,Notes:Unibroue introduced Raftman to the Quebec market in March 1995. This coral-hued beer has a unique taste that combines the smooth character of smoked malt whisky with the flavours of fine yeast.IBU: 15.5	,5.5,3.89,24,47,23,17,70,53,0,65,40,60,69,22,Unibroue,3.920485175202156,3.8086253369272236,3.7776280323450133,3.792452830188679,3.894878706199461,793
Rahr's Blonde,Rahr's Blonde,2533,Lager - Helles,59,Rahr & Sons Brewing Company,"Notes:Rahr's Blonde Lager was the first beer to come out of Rahr & Sons Brewing Company. It is a medium-bodied traditional Munich-style Helles Lager that features a rounded maltiness without being too heavy. And like every proud Texan, it has a good head, is pleasant – but not overly sweet. Have some fun with a blonde today!	",5.0,3.41,23,15,6,18,18,18,1,14,26,4,40,9969,Rahr & Sons Brewing Company,3.75,4.25,3.75,3.5,3.5,73681
Railbender Ale,Railbender Ale,607,Scottish Ale,16,Erie Brewing Co.,"Notes:Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.	",6.8,3.67,5,40,19,24,94,13,2,26,22,6,103,754,Erie Brewing Co.,3.664983164983165,3.4225589225589226,3.5942760942760943,3.6026936026936025,3.6245791245791246,2302
Ramstein Classic,Ramstein Classic,4923,Wheat Beer - Dunkelweizen,112,High Point Brewing Company,Notes:,5.5,3.81,16,39,19,18,54,26,2,49,16,28,86,607,High Point Brewing Company,3.8433734939759034,3.7710843373493974,3.746987951807229,3.6144578313253013,3.753012048192771,2617
Ramstein Maibock,Ramstein Maibock,147,Bock - Maibock,4,High Point Brewing Company,Notes:Rich Amber bock beer brewed with imported Munich and Pilsner Malts and fermented with a rare lager yeast. This beer has a deep malt character and body with a hint of toffee in the aroma. The Noble hops balance the richness of the malts and provide a complex profile that hides the 7% abv.	,7.0,3.99,29,42,19,49,63,13,0,14,71,15,128,607,High Point Brewing Company,4.205882352941177,3.9411764705882355,4.0588235294117645,4.0588235294117645,4.088235294117647,9540
Ramstein Winter Wheat,Ramstein Winter Wheat,209,Bock - Weizenbock,6,High Point Brewing Company,"Notes:Rich creamy head with bouquet of Wheat malt, black current, clove, and apple. Deep full flavors of caramel and chocolate malt balance with hops for a smooth warming character. Smooth malt leads to a subtle alcohol and dark caramel finish. The wonderful balance of this beer provides a complex profile hiding the 9.5% alcohol content. The perfect companion for a cold winter night.	",9.5,4.21,16,90,41,25,104,36,0,68,19,53,136,607,High Point Brewing Company,4.192622950819672,4.141393442622951,3.985655737704918,4.129098360655738,4.241803278688525,2743
Ramstein Winter Wheat Eisbock,Ramstein Winter Wheat Eisbock,56,Bock - Eisbock,3,High Point Brewing Company,Notes:,11.5,4.38,14,79,63,18,105,41,0,106,9,39,114,607,High Point Brewing Company,4.333333333333333,4.3,4.111111111111111,4.311111111111111,4.477777777777778,15537
Raspberry Strong Ale,Raspberry Strong Ale,4537,Strong Ale - American,103,Berkshire Brewing Company Inc.,Notes:,9.0,3.83,14,34,27,13,147,55,0,97,14,4,55,33,Berkshire Brewing Company Inc.,3.615625,3.853125,3.96875,3.790625,3.775,4047
Raspberry Tart,Raspberry Tart,3303,Fruit and Field Beer,77,New Glarus Brewing Company,"Notes:Treat yourself to a rare delight. The voluminous raspberry bouquet will greet you long before your lips touch your glass. Serve this Wisconsin framboise very cold in a champagne flute. Then hold your glass to a light and enjoy the jewel-like sparkle of a very special ale. Oregon proudly shares their harvest of mouth watering berries, which we ferment spontaneously in large oak vats. Then we employ Wisconsin farmed wheat and year old Hallertau hops to round out this extravaganza of flavor.	",4.0,4.41,25,32,14,7,193,90,0,137,11,4,16,590,New Glarus Brewing Company,4.21830985915493,4.371830985915493,4.124647887323944,4.195070422535212,4.416901408450705,1585
Rauch Ür Bock,Rauch Ür Bock,912,Lager - Rauchbier,23,Caldera Brewing Company,Notes:,7.4,4.09,6,34,8,15,74,17,2,19,12,99,64,1075,Caldera Brewing Company,4.166666666666667,4.309523809523809,3.8214285714285716,3.892857142857143,4.154761904761905,58046
Rauchbier,Rauchbier,922,Lager - Rauchbier,23,Southern Star Brewing Company,Notes:,5.6,3.53,19,33,11,20,30,13,0,7,27,105,53,16759,Southern Star Brewing Company,3.9655172413793105,3.9310344827586206,3.913793103448276,3.810344827586207,3.939655172413793,45579
Rauchbock,Rauchbock,947,Lager - Rauchbier,23,Appalachian Brewing Company,Notes:,7.0,3.66,6,26,9,15,17,3,0,4,19,55,42,18968,Appalachian Brewing Company,3.5416666666666665,3.5833333333333335,3.9583333333333335,3.4583333333333335,3.5,44411
Reality Czeck,Reality Czeck,2775,Pilsner - Bohemian / Czech,64,Moonlight Brewing Company,"Notes:A delicate soft Lager, authentic to the west coast of the Czech Republic.	",4.8,4.28,39,28,7,52,27,21,2,25,81,12,65,763,Moonlight Brewing Company,4.534351145038168,4.137404580152672,4.190839694656488,4.343511450381679,4.412213740458015,22173
Rebel Red,Rebel Red,2246,Red Ale - Irish,52,Franciscan Well Micro Brewery,Notes:A malt driven Irish style red ale balance by the hop varieties Fuggles and East Kent Golding.	,4.3,3.68,16,45,7,45,71,29,2,30,56,5,98,2294,Franciscan Well Micro Brewery,3.8181818181818183,3.4545454545454546,3.6818181818181817,3.590909090909091,3.6818181818181817,5802
Red Barn Ale,Red Barn Ale,1884,Farmhouse Ale - Saison,45,The Lost Abbey,"Notes:This Farmhouse Ale traces its roots to the small rustic breweries of Southern Belgium. The word Saison comes to us from the French language and it means Season. Lightly spiced with Organic Ginger, Orange Peels, Black Pepper and Grains of Paradise, this brew promises to quench your thirst on the hottest Southern California days or wherever your travels may take you.	",6.7,3.95,15,19,12,20,39,81,1,74,33,57,24,18149,The Lost Abbey,4.020061728395062,3.986111111111111,4.128086419753086,3.9675925925925926,3.998456790123457,32423
Red Bud,Red Bud,4813,Wheat Beer - American Dark,110,Greenbush Brewing Company,Notes:,6.1,3.7,8,14,7,17,21,5,0,6,24,14,57,25937,Greenbush Brewing Company,4.0,3.5,3.75,4.0,4.0,74169
Red Chair NWPA,Red Chair NWPA,2015,Pale Ale - American,48,Deschutes Brewery,Notes:Available: January to MayAlc. by Vol.: 6.2%IBUs: 60192 calories per 12 oz serving	,6.2,4.11,10,42,7,45,48,54,0,62,87,2,80,63,Deschutes Brewery,4.174778761061947,3.980088495575221,4.04646017699115,4.079646017699115,4.053097345132743,55564
Red Dog,Red Dog,2280,Lager - Adjunct,54,Miller Brewing Co.,Notes:,5.0,1.95,16,24,6,17,14,7,3,3,35,5,38,105,Miller Brewing Co.,2.563888888888889,2.111111111111111,2.3194444444444446,2.325,2.2888888888888888,1207
Red Eye Coffee Porter,Red Eye Coffee Porter,3079,Porter - Imperial,71,Two Brothers Brewing Company,Notes:,9.2,4.04,7,86,15,80,52,6,0,9,22,13,140,689,Two Brothers Brewing Company,4.152631578947369,4.052631578947368,4.184210526315789,4.073684210526316,4.1947368421052635,47747
Red Head Red Ale,Red Head Red Ale,2244,Red Ale - Irish,52,Dunedin Brewery,Notes:Celtic Red Ale	,5.0,3.5,18,47,8,36,79,20,0,21,42,8,96,1620,Dunedin Brewery,3.5,3.2717391304347827,3.597826086956522,3.4782608695652173,3.4456521739130435,5564
